schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
8262,121394017,Circle of Seasons Charter School,Circle of Seasons Charter School,CS,330,2.4,2.7,2.7,0,0,82.1,10,50.6,0.9,19.1,Yes,46.1,53.9,8380 Mohr Lane,PA,18051,610-285-6267,http://www.circleofseasons.org,Fogelsville,Not Available,330,0,"K5F, 1, 2, 3, 4, 5, 6",Carbon-Lehigh IU 21,http://www.cliu.org
8263,103028703,South Fayette Intermediate Sch,South Fayette Township School District,SD,801,19,1.5,2.1,0,0.2,72.4,4.7,14.1,1.1,8.6,No,49.6,50.4,1200 Lt Will Way,PA,15057,412-221-4542,http://www.southfayette.org,McDonald,Not Available,801,0.6,"3, 4, 5",Allegheny IU 3,http://www.aiu3.net
8264,115222752,Camp Curtin Academy,Harrisburg City School District,SD,644,4,65.8,25,0,0.5,3.9,0.8,87.3,12.6,25.2,Yes,54.5,45.5,2900 N 6th Street,PA,17110,717-703-4200,http://www.hbgsd.k12.pa.us,Harrisburg,Not Available,644,0,"5, 6, 7, 8",Capital Area IU 15,http://www.caiu.org
8265,115222752,Downey Sch,Harrisburg City School District,SD,413,0,57.1,34.6,0.2,0,2.9,5.1,90.3,9.2,12.8,Yes,53.3,46.7,1313 Monroe St,PA,17103,717-703-1240,http://www.hbgsd.k12.pa.us,Harrisburg,Not Available,413,0,"K5F, 1, 2, 3, 4",Capital Area IU 15,http://www.caiu.org
8266,115222752,Marshall Academy,Harrisburg City School District,SD,124,13.7,51.6,32.3,0,0,2.4,0,77.4,29.0,40.3,Yes,55.6,44.4,301 Hale Ave,PA,17104,717-703-1400,http://www.hbgsd.k12.pa.us,Harrisburg,Not Available,124,0,"5, 6, 7, 8",Capital Area IU 15,http://www.caiu.org
8267,115222752,Melrose Sch,Harrisburg City School District,SD,622,7.9,53.9,31.2,0,0,2.9,4.2,86.5,16.4,7.6,Yes,50.8,49.2,2041 Berryhill St,PA,17104,717-703-1440,http://www.hbgsd.k12.pa.us,Harrisburg,Not Available,622,0.2,"K5F, 1, 2, 3, 4",Capital Area IU 15,http://www.caiu.org
8268,115222752,Benjamin Franklin Sch,Harrisburg City School District,SD,804,5.5,62.8,21.6,0.1,0.2,5.6,4.1,88.9,11.3,15.4,Yes,54,46,1205 N 6th Street,PA,17110,717-703-1200,http://www.hbgsd.k12.pa.us,Harrisburg,Not Available,804,0,"K5F, 1, 2, 3, 4",Capital Area IU 15,http://www.caiu.org
8269,107650603,Belle Vernon Area MS,Belle Vernon Area School District,SD,379,1.1,1.1,2.1,0,0,92.9,2.9,39.8,0.3,13.2,No,52.5,47.5,500 Perry Ave,PA,15012,724-808-2500,http://www.bellevernonarea.net/bvasd/site/default.asp,Belle Vernon,Not Available,379,4.2,"7, 8",Westmoreland IU 7,http://www.wiu.k12.pa.us
8273,117417202,Williamsport Area MS,Williamsport Area School District,SD,773,0.6,14.4,4.5,0,0.4,67.1,12.9,64.4,0.1,14.4,No,49.6,50.4,2800 West Fourth Street,PA,17701,570-323-6177,http://www.wasd.org,Williamsport,Not Available,773,6,"7, 8",BLaST IU 17,http://www.iu17.org
8274,108567703,Somerset Area Jr-Sr HS,Somerset Area School District,SD,1192,1.8,1.3,1.9,0.2,0.2,93.6,0.9,46.7,0.3,16.1,No,52.4,47.6,645 South Columbia Ave,PA,15501,814-443-2381,http://www.sasd.us,Somerset,Not Available,1192,3.3,"6, 7, 8, 9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
8275,112675503,Windsor Manor El Sch,Red Lion Area School District,SD,136,0,2.2,6.6,0,0,82.4,8.8,58.1,2.9,14.7,Yes,61.8,38.2,2110 Windsor Rd,PA,17366,717-246-9312,http://www.rlasd.net,Windsor,Not Available,136,0,"K5F, 1",Lincoln IU 12,http://www.iu12.org
8276,115219002,New Cumberland MS,West Shore School District,SD,607,1.6,5.6,12.4,0.2,0,74.8,5.4,38.7,3.3,22.4,No,53.7,46.3,331 8th St,PA,17070,717-774-0162,http://www.WSSD.k12.pa.us,New Cumberland,Not Available,607,4.1,"6, 7, 8",Capital Area IU 15,http://www.caiu.org
8277,107654403,Kiski Area Upper El Sch,Kiski Area School District,SD,550,0.6,7.6,1.1,0,0,90.7,0,47.4,0.2,18.4,No,54.2,45.8,4728 Route 66,PA,15613,724-727-3426,http://www.kiskiarea.com,Apollo,Not Available,550,4.2,"5, 6",Westmoreland IU 7,http://www.wiu.k12.pa.us
8278,115227010,Capital Area School for the Arts Charter School,Capital Area School for the Arts Charter School,CS,199,2,15.1,4.5,0,0,74.9,3.5,15.1,0.0,10.1,No,29.2,70.8,150 Strawberry Square,PA,17101,717-732-8450,http://www.casa-arts.org/,Harrisburg,Not Available,199,0,"9, 10, 11, 12",Capital Area IU 15,http://www.caiu.org
8279,127046903,Rochester MS,Rochester Area School District,SD,152,0,25,2,0,0,65.1,7.9,58.6,0.7,15.8,No,48,52,540 Reno Street,PA,15074,724-775-7500,http://www.rasd.org,Rochester,Not Available,152,2.6,"6, 7, 8",Beaver Valley IU 27,http://www.bviu.org
8280,108070502,Penn-Lincoln El Sch,Altoona Area School District,SD,439,0,16,2.7,0,0.2,78.8,2.3,90.2,0.2,23.5,Yes,52.6,47.4,411 12th St,PA,16602,814-946-8396,http://www.aasdcat.com/aasd,Altoona,Not Available,439,0,"K5F, 1, 2, 3, 4, 5, 6",Appalachia IU 8,http://www.iu08.org
8281,120455403,Swiftwater Interm Sch,Pocono Mountain School District,SD,913,2.1,17.4,20.8,0.1,0,59.5,0.1,51.8,3.8,20.7,Yes,52.8,47.2,208 Campus Drive,PA,18370,570-839-7121,http://www.pmsd.org/,Swiftwater,Not Available,913,2.7,"4, 5, 6",Colonial IU 20,http://www.ciu20.org
8282,123467103,Salford Hills El Sch,Souderton Area School District,SD,459,3,0.9,3,0.4,0.2,92.4,0,11.8,0.7,12.4,No,51.2,48.8,2721 Barndt Rd,PA,19438,610-287-9197,http://www.soudertonsd.org,Harleysville,Not Available,459,3.5,"K5H, 1, 2, 3, 4, 5",Montgomery County IU 23,http://www.mciu.org
8283,116496503,Shamokin Area Intermediate Sch,Shamokin Area School District,SD,344,0.3,1.4,5.5,0,0.3,87.8,4.6,72.4,0.0,21.8,No,56.1,43.9,3000 W State St,PA,17866,570-648-5721,http://www.indians.k12.pa.us,Coal Township,Not Available,344,0.6,"5, 6",Central Susquehanna IU 16,http://www.csiu.org
8284,104375302,New Castle JHS,New Castle Area School District,SD,477,0,29.4,2.7,0,0.2,65,2.7,68.1,0.2,16.4,Yes,51.2,48.8,310 E Lincoln Ave,PA,16101,724-656-4700,http://www.ncasd.com,New Castle,Not Available,477,5,"7, 8",Midwestern IU 4,http://www.miu4.org
8285,114061503,Amity El Ctr,Daniel Boone Area School District,SD,723,1.8,4.4,4.6,0.3,0,85.6,3.3,25.3,0.6,21.7,No,53.1,46.9,200 Boone Drive,PA,19518,610-689-6240,http://www.dboone.org,Douglassville,Not Available,723,4.2,"2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
8286,116493503,Line Mountain MS,Line Mountain School District,SD,354,0.6,0.6,0.6,0,0,98.3,0,45.2,0.0,15.3,Yes,48.9,51.1,187 Line Mountain Rd,PA,17830,570-758-2011,http://www.linemountain.com,Herndon,Not Available,354,2,"5, 6, 7, 8",Central Susquehanna IU 16,http://www.csiu.org
8287,126512674,Universal Alcorn CS,Universal Alcorn CS,CS,629,2.2,93.8,2.5,0,0,1,0.5,69.3,3.3,11.3,Yes,48.5,51.5,3200 Dickinson Street,PA,19146,215-952-6219,Not Available,Philadelphia,Not Available,629,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8288,126518795,Mastery CS - Francis D. Pastorius Elementary,Mastery CS - Francis D. Pastorius Elementary,CS,589,0,93.7,3.7,0,0.3,0.2,2,68.1,0.7,18.7,Yes,51.8,48.2,5650 Sprague Street,PA,19138,215-951-5689,http://www.masterycharter.org/,Philadelphia,Not Available,589,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8290,105628302,Sheffield Area El Sch,Warren County School District,SD,219,0,0,0.9,0.5,0,96.8,1.8,65.3,0.0,23.7,Yes,50.2,49.8,6760 Route 6,PA,16347,814-968-3720,http://www.wcsdpa.org,Sheffield,Not Available,219,0.9,"K5F, 1, 2, 3, 4, 5",Northwest Tri-County IU 5,http://www.iu5.org
8291,112679002,Hannah Penn MS,York City School District,SD,539,0.2,27.3,52.1,0,0,11.9,8.5,95.6,28.6,27.8,Yes,56.2,43.8,415 E Boundary Ave,PA,17403,717-849-1256,http://www.ycs.k12.pa.us/,York,Not Available,539,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln IU 12,http://www.iu12.org
8292,126515001,Rhodes E Washington Sch,Philadelphia City School District,SD,552,0,90.9,2.2,0.2,0,0.5,6.2,97.5,0.7,18.8,Yes,51.6,48.4,2900 W. Clearfield Street,PA,19132,215-400-7060,http://www.philasd.org,Philadelphia,Not Available,552,0.7,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8293,126515001,Penn Treaty Sch,Philadelphia City School District,SD,524,1,29.2,31.1,0,0,30.5,8.2,96.4,8.8,34.7,Yes,58.6,41.4,600 E Thompson St,PA,19125,215-400-3800,http://www.philasd.org,Philadelphia,Not Available,524,0.4,"6, 7, 8, 9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8294,126515001,Vare-Washington El Sch,Philadelphia City School District,SD,391,19.4,17.9,33.8,0.5,0.3,13.6,14.6,84.4,26.6,18.7,Yes,53.7,46.3,1198 S 5th St,PA,19147,215-400-8120,http://www.philasd.org,Philadelphia,Not Available,391,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8296,126515001,Roosevelt Theodore MS,Philadelphia City School District,SD,505,0.2,91.9,4.2,0,0,1,2.8,95.2,1.0,16,Yes,52.9,47.1,430 E Washington Ln,PA,19144,215-400-3640,http://www.philasd.org,Philadelphia,Not Available,505,0.2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8297,126515001,Tilden William T MS,Philadelphia City School District,SD,360,6.9,82.2,3.1,0,0,1.9,5.8,93.6,15.8,20,Yes,51.9,48.1,6601 Elmwood Ave,PA,19142,215-400-8170,http://www.philasd.org,Philadelphia,Not Available,360,0.3,"5, 6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
8298,126515001,The SD of Philadelphia Virtual Academy,Philadelphia City School District,SD,434,2.1,66.4,12.7,0,0.5,12.4,6,72.8,1.6,14.1,Yes,42.9,57.1,440 North Broad St,PA,19130,215-400-3110,http://www.philasd.org,Philadelphia,Not Available,434,0.5,"6, 7, 8, 9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8300,102027451,Pittsburgh Online Academy,Pittsburgh School District,SD,133,0.8,27.1,3,0,0.8,63.2,5.3,42.1,0.0,25.6,No,44.4,55.6,341 S. Bellefield Avenue,PA,15213,412-529-3510,http://www.pghschools.org/,Pittsburgh,Not Available,133,12.8,"4, 5, 6, 7, 8, 9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8301,110177003,Philipsburg-Osceola Area MS,Philipsburg-Osceola Area School District,SD,521,0.4,0.6,0.6,0,0,98.3,0.2,50.7,0.0,16.1,No,49.7,50.3,"200 Short St, Suite A",PA,16866,814-342-4906,http://www.pomounties.org,Philipsburg,Not Available,521,3.6,"5, 6, 7, 8",Central IU 10,http://www.ciu10.org
8302,125231232,Toby Farms Intermediate School,Chester-Upland School District,SD,456,0,88.8,7.7,0.2,0,1.5,1.8,95.2,3.9,39.7,Yes,50.4,49.6,201 Bridgewater Road,PA,19045,610-447-3815,http://www.chesteruplandsd.org,Chester Twp,Not Available,456,0,"4, 5, 6, 7, 8",Delaware County IU 25,http://www.dciu.org
8303,125231232,STEM at Showalter,Chester-Upland School District,SD,466,0.2,88.2,8.4,0,0,0.4,2.8,97,3.6,11.6,Yes,49.4,50.6,1100 West 10th Street,PA,19013,610-447-3401,http://www.chesteruplandsd.org,Chester,Not Available,466,2.4,"7, 8, 9, 10, 11, 12",Delaware County IU 25,http://www.dciu.org
8304,119355503,Mid Valley Secondary Center,Mid Valley School District,SD,745,1.3,2.8,6.4,0,0.4,84.8,4.2,50.6,1.1,17,No,52.9,47.1,52 Underwood Rd,PA,18512,570-307-2123,http://www.mvsd.us/,Throop,Not Available,745,1.9,"7, 8, 9, 10, 11, 12",Northeastern Educational IU 19,http://www.iu19.org
8305,103026852,North Allegheny HS,North Allegheny School District,SD,2650,14.4,2.5,0.7,0.2,0.1,81.4,0.8,6.8,0.7,7.6,No,52.7,47.3,10375 Perry Hwy,PA,15090,724-934-7200,http://www.northallegheny.org,Wexford,Not Available,2650,14.9,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
8306,103024952,Propel CS - Hazelwood,Propel CS - Hazelwood,CS,297,1.7,81.1,4.7,0.3,1,4,7.1,86.9,0.0,12.1,Yes,45.8,54.2,5401 Glenwood Avenue,PA,15208,412-325-7305,http://www.propelschools.org/school_hazelwood.php,Pittsburgh,Not Available,297,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8307,111444307,Mifflin County Academy of Science and Technology,Mifflin County Academy of Science and Technology,OCCCTC,333,0,1.8,2.4,0,0.3,95.2,0.3,65.8,0.0,0,No,56.5,43.5,700 Pitt Street,PA,17044,717-248-3933,http://www.theacademy.net,Lewistown,Agricultural Production Oper; Cosmetology; Institutional Food Workers; Electromech Tech/Electromech Eng Tech; Child Care and Support Services; Electand Power Trans install; Building/Property Maint; Autobody/Collision; Automotive Mech; Machine Tool Machinist; Health Prof and Rel Clinical Sciences,333,0,"9, 10, 11, 12",Tuscarora IU 11,https://www.tiu11.org/
8308,102023217,Hill House Passport Academy Charter School,Hill House Passport Academy Charter School,CS,136,0.7,95.6,0,0,0,3.7,0,51.5,0.0,19.9,Yes,39.7,60.3,510 Heldman Street,PA,15219,412-376-3724,http://hhpa.k12.com/,Pittsburgh,Not Available,136,0,"9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
8309,124152003,Marsh Creek Sixth Grade Center,Downingtown Area School District,SD,1095,14.2,2.5,5,0.1,0.1,76.4,1.6,10.2,0.4,17.6,No,51,49,489 Dorlan Mill Road,PA,19335,610-269-8460,http://www.dasd.org,Downingtown,Not Available,1095,7,6,Chester County IU 24,http://www.cciu.org
8310,113385003,Northern Lebanon MS,Northern Lebanon School District,SD,538,1.1,1.5,6.1,0,0,90,1.3,35.3,0.9,21.2,No,47.6,52.4,345 School Dr,PA,17026,717-865-2117,http://www.norleb.k12.pa.us,Fredericksburg,Not Available,538,4.6,"6, 7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
8311,105251453,Corry Area Primary Sch,Corry Area School District,SD,498,0,0.6,0.4,0,0.2,94.4,4.4,66.5,0.0,15.7,Yes,50,50,423 East Wayne St,PA,16407,814-665-6341,http://www.corrysd.net,Corry,Not Available,498,0,"PreKF, K5F, 1, 2",Northwest Tri-County IU 5,http://www.iu5.org
8312,119352203,Dunmore JSHS,Dunmore School District,SD,728,3.6,3.4,4.5,0,0,87.1,1.4,38.3,1.4,13.2,No,50.6,49.4,300 W Warren St,PA,18512,570-346-2043,http://www.dunmoreschooldistrict.net/,Dunmore,Not Available,728,1.4,"7, 8, 9, 10, 11, 12",Northeastern Educational IU 19,http://www.iu19.org
8313,123465602,Ray S. Musselman Learning Center,Norristown Area School District,SD,247,0.4,36.8,44.1,0,0,8.9,9.7,78.5,11.3,6.9,Yes,55.5,44.5,1020 Sandy Street,PA,19401,Not Available,http://www.nasd.k12.pa.us,Norristown,Not Available,247,0,K5F,Montgomery County IU 23,http://www.mciu.org
8314,108112502,Greater Johnstown School District's Cyber Academy,Greater Johnstown School District,SD,44,0,25,4.6,0,0,59.1,11.4,77.3,0.0,29.5,No,45.4,54.6,1091 Broad St,PA,15906,814-533-5550,http://www.gjsd.net,Johnstown,Not Available,44,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
8315,110171003,Clearfield Area El Sch,Clearfield Area School District,SD,1169,0.7,0.1,0.4,0,0.1,96.6,2.1,59.4,0.2,24,Yes,51.6,48.4,700 High Level Rd,PA,16830,814-765-5511,http://www.clearfield.org,Clearfield,Not Available,1169,0.8,"K5F, 1, 2, 3, 4, 5, 6",Central IU 10,http://www.ciu10.org
8316,110173504,Harmony Area JSHS,Harmony Area School District,SD,140,0,0,0,0,0,99.3,0.7,38.6,0.0,13.6,Yes,51.4,48.6,5239 Ridge Rd,PA,16692,814-845-7655,http://www.harmonyowls.com,Westover,Not Available,140,0.7,"7, 8, 9, 10, 11, 12",Central IU 10,http://www.ciu10.org
8318,104107903,Seneca Valley HS,Seneca Valley School District,SD,2333,2.4,1.5,2.1,0,0,92.5,1.4,18,0.4,16.3,No,49.9,50.1,128 Seneca School Rd,PA,16037,724-452-6041,http://www.svsd.net/,Harmony,Not Available,2333,6.4,"9, 10, 11, 12",Midwestern IU 4,http://www.miu4.org
8319,104375302,Harry W Lockley Early Learning Center,New Castle Area School District,SD,810,0,16.4,3.5,0.2,0.2,60.6,19,81.7,0.4,16.8,Yes,50,50,900 East Main St.,PA,16101,724-656-4735,http://www.ncasd.com,New Castle,Not Available,810,0.2,"K5F, 1, 2",Midwestern IU 4,http://www.miu4.org
8320,103020753,Avonworth Primary Center,Avonworth School District,SD,423,1.4,2.4,0.7,0,0,90.8,4.7,13.2,0.5,11.1,Yes,56.3,43.7,1310 Roosevelt Road,PA,15237,412-366-7171,http://www.avonworth.k12.pa.us,Pittsburgh,Not Available,423,2.6,"K5F, 1, 2",Allegheny IU 3,http://www.aiu3.net
8321,107656303,Berkey Sch,New Kensington-Arnold School District,SD,296,0.3,37.2,3.4,0,0.7,47.3,11.2,40.2,0.0,21.6,Yes,52,48,1739 Victoria Ave,PA,15068,724-335-1713,http://www.nkasd.com,Arnold,Not Available,296,0.3,"1, 2",Westmoreland IU 7,http://www.wiu.k12.pa.us
8322,107656303,Roy A. Hunt El Sch,New Kensington-Arnold School District,SD,669,0.6,30.2,2.2,0,0.3,48.4,18.2,60.4,0.6,28,Yes,51.9,48.1,1701 Alcoa Dr,PA,15068,724-335-2511,http://www.nkasd.com,Arnold,Not Available,669,1.9,"3, 4, 5, 6",Westmoreland IU 7,http://www.wiu.k12.pa.us
8323,107656303,Valley JSHS,New Kensington-Arnold School District,SD,764,0.5,27.5,2.2,0.3,0.3,56.4,12.8,52.5,0.4,25.8,No,48.7,51.3,703 Stevenson Blvd,PA,15068,724-337-4536,http://www.nkasd.com,New Kensington,Not Available,764,6.4,"7, 8, 9, 10, 11, 12",Westmoreland IU 7,http://www.wiu.k12.pa.us
8324,112281302,New Franklin El Sch,Chambersburg Area School District,SD,181,1.1,3.9,16.6,0,0.6,69.6,8.3,57.5,2.2,10.5,Yes,56.4,43.6,3584 Wayne Rd,PA,17202,717-261-3454,http://www.casdonline.org,Chambersburg,Not Available,181,0,"K5F, 1, 2, 3, 4, 5",Lincoln IU 12,http://www.iu12.org
8325,121398065,Executive Education Academy Charter School,Executive Education Academy Charter School,CS,1183,0,17.8,74.1,0.1,0,5.8,2.1,63.6,5.7,14.2,Yes,52.3,47.7,555 Union Boulevard Suite #4,PA,18109,610-841-7044,http://www.ee-schools.org/,Allentown,Not Available,1183,0.8,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",Carbon-Lehigh IU 21,http://www.cliu.org
8326,113361503,Columbia MS,Columbia Borough School District,SD,391,0.8,8.2,32.7,0.3,0,52.9,5.1,68.3,2.3,27.9,Yes,48.3,51.7,45 N 9th St,PA,17512,717-684-4010,http://www.columbiabsd.org,Columbia,Not Available,391,1.5,"5, 6, 7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
8327,103027352,Penn Hills El Sch,Penn Hills School District,SD,1229,0.8,58.1,3.5,0,0.1,29.4,8.1,61.4,0.9,18.6,Yes,51.8,48.2,1079 Jefferson Rd,PA,15235,412-793-7000,http://www.phsd.k12.pa.us,Pittsburgh,Not Available,1229,0.8,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2, 3, 4",Allegheny IU 3,http://www.aiu3.net
8328,126515001,The Workshop School,Philadelphia City School District,SD,239,4.2,85.4,2.5,0.4,0.4,1.2,5.9,98.7,3.8,18.4,Yes,69.9,30.1,221 S Hanson St,PA,19139,215-400-7730,http://www.philasd.org,Philadelphia,Not Available,239,0,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8329,126515001,The U School: Innovative Lab,Philadelphia City School District,SD,281,0.7,74.7,18.2,0,0.4,2.8,3.2,97.2,3.2,20.3,Yes,47.7,52.3,2000 N 7th St,PA,19122,215-400-7450,http://www.philasd.org,Philadelphia,Not Available,281,0.4,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8330,126515001,The Science Leadership Academy at Beeber,Philadelphia City School District,SD,482,3.5,64.5,11.4,0,0.2,14.5,5.8,90,4.8,10.6,Yes,49.6,50.4,5925 Malvern Ave,PA,19131,215-400-7270,http://www.philasd.org,Philadelphia,Not Available,482,3.3,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8331,126515001,The Linc,Philadelphia City School District,SD,258,0.8,38,57.8,0,0.8,1.6,1.2,98.1,19.4,17.1,Yes,57,43,122 W Erie Ave,PA,19140,215-400-3940,http://www.philasd.org,Philadelphia,Not Available,258,0.4,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8332,126515001,Building 21,Philadelphia City School District,SD,357,0.6,74.8,21,0,0.3,1.1,2.2,97.2,6.2,14.8,Yes,45.4,54.6,6501 Limekiln Pike,PA,19138,215-400-7450,http://www.philasd.org,Philadelphia,Not Available,357,0.3,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
8333,118403302,Hazle Township Early Learning Center,Hazleton Area School District,SD,478,1.2,2.3,84.5,0,0,10.5,1.5,80.1,24.5,12.6,Yes,50.6,49.4,1400 W 23rd Street,PA,18202,570-459-3221,http://www.hasdk12.org,Hazle Township,Not Available,478,0,"PreKF, K4H, K4F, K5F, 1, 2",Luzerne IU 18,http://www.liu18.org
8334,118403302,Maple Manor El/MS,Hazleton Area School District,SD,860,0.5,1.4,81,0,0.4,16,0.7,74.4,25.0,8.5,Yes,49.6,50.4,1700 W 22nd Street,PA,18202,570-459-3221,http://www.hasdk12.org,Hazle Township,Not Available,860,0.2,"3, 4, 5, 6, 7, 8",Luzerne IU 18,http://www.liu18.org
8335,105628302,Eisenhower El Sch,Warren County School District,SD,346,1.2,0.9,0.9,0,0,96.5,0.6,40.5,0.0,18.5,Yes,50.6,49.4,3700 Route 957,PA,16345,814-757-4507,http://www.wcsdpa.org,Russell,Not Available,346,1.4,"K5F, 1, 2, 3, 4, 5",Northwest Tri-County IU 5,http://www.iu5.org
8336,121399898,Arts Academy Elementary Charter School,Arts Academy Elementary Charter School,CS,410,0.5,20,59.5,0,1.5,15.6,2.9,100,4.6,12.2,Yes,34.4,65.6,601 W Union Street,PA,18101,610-657-5388,https://www.aaaecs.com/,Allentown,Not Available,410,0,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
8337,103020368,Young Scholars of McKeesport Charter School,Young Scholars of McKeesport Charter School,CS,172,0,84.3,0.6,0,0,9.9,5.2,100,1.2,21.5,Yes,56.4,43.6,413 Shaw Avenue,PA,15132,412-218-1068,http://www.ysmcs.org/,Pittsburgh,Not Available,172,0,"K4F, K5F, 1, 2, 3, 4, 5, 6, 7, 8",Allegheny IU 3,http://www.aiu3.net
8338,125233517,Vision Academy Charter School,Vision Academy Charter School,CS,272,1.5,92.3,2.9,0,0,2.9,0.4,73.9,4.0,8.8,Yes,45.2,54.8,41 E Baltimore Avenue,PA,19050,484-466-2124,http://www.visioncharterschool.org/,Lansdowne,Not Available,272,0,"K4F, K5F, 1, 2, 3, 4, 5, 6",Delaware County IU 25,http://www.dciu.org
8339,103022803,Logan El Sch,East Allegheny School District,SD,842,0.5,24.1,2.7,0,0.2,58.8,13.7,59.1,0.1,20,Yes,51.4,48.6,1154 Jacks Run Rd,PA,15137,412-824-6053,http://www.eawildcats.net,North Versailles,Not Available,842,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6",Allegheny IU 3,http://www.aiu3.net
8340,103022803,East Allegheny JSHS,East Allegheny School District,SD,715,1,31,2.2,0,0,59.6,6.2,55.7,0.3,17.3,Yes,49.6,50.4,1150 Jacks Run Rd,PA,15137,412-824-9700,http://www.eawildcats.net,North Versailles,Not Available,715,0.8,"7, 8, 9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
8342,128030852,Armstrong JSHS,Armstrong School District,SD,1631,0.1,1.6,0.6,0.1,0.2,97.5,0.1,47.6,0.1,18.8,No,53.6,46.4,300 Buffington Dr,PA,16201,724-548-7600,http://www.asd.k12.pa.us,Kittanning,Not Available,1631,5.6,"7, 8, 9, 10, 11, 12",ARIN IU 28,http://www.iu28.org
8343,104101252,Butler MS,Butler Area School District,SD,997,0.3,2,1.7,0,0,92.5,3.5,43.8,0.6,18.3,Yes,50.8,49.2,225 East North Street,PA,16001,724-214-3600,http://www.butlerk12.org/Domain/4,Butler,Not Available,997,3.6,"5, 6",Midwestern IU 4,http://www.miu4.org
8344,104101252,Butler Area SHS,Butler Area School District,SD,1588,0.8,2.1,1.5,0,0,94.5,1.1,32,0.5,13.5,No,50.5,49.5,120 Campus Lane,PA,16001,724-287-8721,http://www.butlerk12.org/Domain/4,Butler,Not Available,1588,4.8,"10, 11, 12",Midwestern IU 4,http://www.miu4.org
8345,101301303,Carmichaels Area MS,Carmichaels Area School District,SD,230,0.4,1.7,2.2,0,0,94.8,0.9,47.8,0.0,14.3,No,50.4,49.6,215 North Vine Street,PA,15320,724-966-5045,http://www.carmarea.org,Carmichaels,Not Available,230,1.7,"6, 7, 8",Intermediate Unit 1,http://www.iu1.org
8346,128033053,Freeport Area MS,Freeport Area School District,SD,448,0.7,0.9,0.2,0.2,0.4,96.9,0.7,27,0.2,10.7,No,52.5,47.5,629 South Pike Rd.,PA,16055,724-295-9020,http://www.freeport.k12.pa.us,Sarver,Not Available,448,5.6,"6, 7, 8",ARIN IU 28,http://www.iu28.org
